label,title,date
0,McCain Blamed For Sabotaging Trump,2017-02-05 00:19:34+00:00
0,Whoopi Goldberg: Navy SEAL Widow was “Looking for Attention”,2017-03-01 23:25:53+00:00
0,Starbucks Just Placed Trump’s Photo on Floor so Every Customer have to Step On It….,2017-02-16 20:48:25+00:00
0,Food Stamp Enrollment Drops by Four Million in One Month,2018-02-07 00:00:00
0,Obama Goes To G20 Summit,2017-07-08 00:00:00
0,Melania Trump Hired Exorcist To ‘Cleanse White House Of Obama Demons’,2022-01-21 20:11:33+00:00
0,"BREAKING: Trump fires Deputy Attorney General Rod Rosenstein, raising questions over Mueller’s fate",2016-01-01 23:17:43+00:00
0,John Hagee Calls For “Prosecuting Women Who Say God’s Name During Intercourse”,2017-02-07 00:00:00
0,The Kardashians donate whopping sum to Las Vegas mass shooting victims,2016-01-01 16:30:16+00:00
0,Colorado Rockies Baseball Team To Sell Marijuana Brownies At Their Concession Stands,2024-04-14 16:52:54+00:00
0,BREAKING: Autopsy Results From Vince Foster’s Exhumed Body–Cause Of Death To Be Changed,2017-03-24 00:00:00
0,"Bill Gates: “I think Donald Trump will go down to history as one of the greatest presidents, just like Reagan.”",2017-02-04 20:49:12+00:00
0,HOLLYWOOD CELEBS: WE WILL GO ON ‘TOTAL STRIKE’ IF TRUMP DOES NOT RESIGN,2017-12-30 00:00:00
0,White House Chef Quits Because Trump Has Only Eaten Fast Food For 6 Months,2017-07-06 00:00:00
0,112-Year-Old Voters in North Carolina?,2012-11-06 00:00:00
0,BREAKING: Nancy Pelosi Was Just Taken From Her Office In Handcuffs,2017-03-10 15:40:16+00:00
0,"3,000-Pound Great White Shark Captured in Great Lakes",2016-06-21 13:41:37+00:00
0,Wife of Las Vegas massacre victim: ‘He saved my life and lost his’,2017-10-02 00:00:00
0,BREAKING: MALIA OBAMA EXPELLED FROM HARVARD,2017-04-10 00:00:00
0,Bachmann: “White People Have Suffered More In The Last 8 Years Than Blacks Did During Couple Years Of Slavery”,2017-07-07 00:00:00
0,Babysitter on Crystal Meth Eats 3-Month-Old Baby,2016-01-21 15:47:45+00:00
0,JUST IN: Sarah Palin In A Coma After Hit And Run,2017-04-28 22:43:30+00:00
0,Delta targeted in online free airline ticket scam,2018-03-14 00:00:00
0,"OBAMA CANCELED IT, TRUMP REINSTATED IT – A VERY SACRED DAY IS BACK",2017-05-08 00:00:00
0,Bumble Bee Foods charged after man cooked with tuna,2015-04-28 00:00:00
0,Stephen Bannon: “Nobody Can Blame You For Beating Your Wife If It’s Out Of Love”,2016-11-14 00:00:00
0,"A fake photo of Emma González went viral on the far right, where Parkland teens are villains",2018-03-25 00:00:00
0,Trump on Revamping the Military: We’re Bringing Back the Draft,2016-04-29 08:25:53+00:00
0,Bill Gates’ Former Doctor Says Billionaire ‘Refused To Vaccinate His Children’,2022-06-01 09:18:59+00:00
0,"Haiti Official Getting Ready To Testify Against Clinton Foundation Corruption NEXT WEEK, Found DEAD With “Gunshot to the head”",2018-01-15 00:45:10+00:00
0,Facebook Picks Sides in Alabama Senate Race=> Shuts Down Gateway Pundit and Breitbart Reports on Discredited Allred Accuser,2017-12-08 22:25:03+00:00
0,10 Things You Didn't Know About Nancy Pelosi,2006-11-07 00:00:00
0,Texas church shooter was a militant atheist,2017-11-06 00:00:00
0,“HIV VIRUS” Found In Walmart Bananas After 10 Year Old Boy Agreements The Infection,2024-11-20 02:55:29+00:00
0,412 Michigan Muslims Arrested In Fed’s ‘LARGEST BUST IN U.S. HISTORY’,2017-07-24 00:00:00
0,Miley Cyrus: 'Donald Trump Is a F--king Nightmare',2016-03-02 19:05:00+00:00
0,Keanu Reeves Shook The World With Another POWERFUL Message,2022-05-17 20:03:33+00:00
0,BREAKING: Johnny Depp Taken Into Custody By Secret Service,2017-06-24 00:00:00
0,"Peter Strzok, FBI Agent in Texting Scandal, Will Testify Before Congress",2018-06-18 05:04:37.365000-04:00
0,Charleston Shooter Dylann Roof Moved to Death Row in Terre Haute Federal Prison,2017-04-22 16:49:00+00:00
0,You are being redirected...,2018-07-05 20:19:36+00:00
0,"The pro-Russia, pro-weed, pro-Assange GOP congressman who will be tough to beat",2017-09-14 13:00:00
0,BREAKING: US comedian Kevin Hart in critical condition after gory car crash,2016-01-01 18:32:51+00:00
0,TRUMP APPROVAL RATING Better than Obama and Reagan at Same Point in their Presidencies,2018-06-09 13:46:04+00:00
0,MEXICO’S NEXT PRESIDENT Calls for An Invasion Of The US….,
0,Ohio student suspended for staying in class during National Walkout Day,2018-03-16 00:00:00
0,Morgan Freeman: ‘Jailing Hillary’ Best Way To ‘Restore Public Faith In Govt’,2017-10-30 13:31:14+00:00
0,Inside a Fake News Sausage Factory: ‘This Is All About Income’,2016-11-25 00:00:00
0,CNN To Permanently Close Its Doors As Ratings Plunge 30 Percent,2022-10-10 15:09:23+00:00
0,"Statement from FDA Commissioner Scott Gottlieb, M.D., on FDA’s ongoing efforts to help improve effectiveness of influenza vaccines",2020-03-24 22:17:00
0,First Indictment Issued In Russian Bribery Case Tied To Obama-Era Uranium One Deal,2018-01-14 01:29:40+00:00
0,Trump’s Top Scientist Pick: “Scientists Are Just Dumb Regular People That Think Dinosaurs Existed And The Earth Is Getting Warmer”,2017-05-20 00:00:00
0,STUNNING! Democrats BOO and GROAN at Trump Mention of Murder Victims of MS-13 Killers (VIDEO),2018-01-31 03:12:22+00:00
0,"BREAKING: Trump Just Gave Every WORKING, LEGAL Man Woman And Child In The USA $612 EACH! -",2017-02-14 00:00:00
0,Investigators: Anthony Bourdain Was Killed By Clinton Operatives,2022-01-21 20:11:33+00:00
0,Computer Models Show IRMA Destroying New York City On Sept. 10,2022-04-01 08:38:53+00:00
0,BREAKING: President Trump Pardons Kim Davis,2017-08-26 23:55:58+00:00
0,"Last in Queen Elizabeth II's line of corgis dies, says British press",2018-04-18 00:00:00
0,BREAKING: CZECH REPUBLIC ARMS CITIZENS – “YOU CAN NOW SHOOT TERRORISTS ON SIGHT”,2018-04-27 00:00:00
0,"Georgia Mosque KEEPS Hurricane Harvey Donations, Will Send To Syrian Refugees Instead",2017-09-07 15:58:27+00:00
0,"Scott Baio, Beloved Face Of Conservatism, Dies In Small Plane Crash On His Way To Visit Trump",2017-06-01 01:33:02+00:00
0,BREAKING: Black Hockey Player FIRED After Raising Fist During National Anthem,2017-10-10 00:00:00
0,Attorney General Sessions Statement on Recusal,2017-03-02 16:08:00-05:00
0,Trump warns Russia over Jehovah’s Witnesses ban and urges members to seek asylum in the US,2016-04-24 21:04:28+00:00
0,"Singer Tina Turner: “This Thanksgiving Is The First Time in 8 Years That I am Thankful For Our President, God Bless Him And His Supporters.” Do You Support To Tina ? – American President Donald J. Tru",2017-11-23 00:00:00
0,"Democrats go full TYRANNY: Now demand nationwide gun confiscation from law-abiding Americans… at gunpoint, of course",2018-05-07 00:00:00
0,"FOX Network Picks Up ‘Roseanne,’ Saying It Has No Problem With Occasional Racism – The Newly Press News Network – POTUS Press Network",2018-05-31 00:00:00
0,ICE removal key goal of Democrats in 2020 election,2018-03-12 00:00:00
0,Libtard Hero Al Franken Forced To Resign In Disgrace,2017-06-15 00:00:00
0,Fox News' Shepard Smith: 'Why is it lie after lie after lie?' on Russia meeting,2017-07-15 00:00:00
0,Man Loses His Testicles After Attempting To Smoke Weed Through A Scuba Tank,2016-09-21 00:00:00
0,“Gay People Should Wear Specially-Colored Clothes To Warn Straight People”,2015-11-04 14:06:10-05:00
0,WE CALLED IT! Gloria Allred Accuser **ADMITS** She Tampered With Roy Moore's Yearbook 'Signature' (VIDEO),2017-12-08 16:27:57+00:00
0,"Nancy Pelosi Suffers Breakdown, Taken From Capitol Hill On A Stretcher",2017-06-14 10:54:18+00:00
0,SMOKING GUN=> San Juan Teamsters Didn't Show Up for Work to Distribute Relief Supplies,2017-09-30 23:15:05+00:00
0,BREAKING: President Trump Signs Executive Order Stripping NFL Of ‘Non-Profit’ Status,2017-10-08 23:43:28+00:00
0,"First family visits D.C. shelter, highlights homeless veterans’ plight",2015-11-25 00:00:00
0,BREAKING: Santa Fe Killer Confesses His Love For Obama,2018-05-18 00:00:00
0,"Shaquille O’Neal Says: ‘Trump Is Possibly The Best President Of The President Of All Times Ever, He Is Not Afraid To…’",2017-12-10 23:01:10+00:00
0,Leonardo DiCaprio Tells President Obama That He's Going to Mars,2016-10-04 00:41:00+00:00
0,BREAKING: Trump Caught INVESTING in Dakota Pipeline Before Signing It,2017-02-08 18:43:39-06:00
0,FDA Announced That Vaccines Are Causing Autism,2017-11-15 21:46:24+00:00
0,BREAKING: Fox Star Tucker Carlson In Critical Condition After Head On Collision Driving Home,2017-05-13 12:16:07+00:00
0,Hurricane Irene: ‘Photo’ of shark swimming in street is fake,2011-08-26 00:00:00
0,New Regulation Requires 75 MPH Governor On All Motorcycles,2016-07-31 16:41:09+00:00
0,"BREAKING: FBI Just Raided The White House, 6 People Thrown Out",2017-12-30 00:00:00
0,Melania Trump undergoes kidney surgery at Walter Reed medical center,2018-05-14 00:00:00
0,"No, Sandra Bullock didn't disparage Hillary Clinton",2018-01-04 00:00:00
0,Malia Obama Arrested With A Gang Of Thugs In Chicago,2017-08-10 21:47:14+00:00
0,Eric Schneiderman Helped NXIVM Sell Child Sex Slaves To The Clintons,2018-05-09 00:00:00
0,"Melania Trump: ‘If ISIS Lay A Finger On Barron, I’ll Scratch Obama’s Eyes Out’",2022-01-21 20:11:33+00:00
0,THIS ARTICLE RETRACTED: Red Crescent Says No Evidence of Chemical Attack in Syria’s Douma,2018-04-09 00:00:00
0,‘Smallville’ Star Confesses She Sold Children To Rothschilds And Clintons,2022-01-21 20:11:33+00:00
0,The CNN porn scare is how fake news spreads,2016-11-25 00:00:00
0,Breaking: Crew Of Air Force One Refuses To Fly Obama 6000 Miles ‘Just To Play Golf’ – BuzzfeedUSA,2016-12-20 00:00:00
0,JUST IN: WaPo Reporter Who Broke News On Judge Roy Moore Story Has A Criminal History Of “Faking” * 100PercentFedUp.com,2017-11-10 10:06:39-06:00
0,Lance Armstrong's defiant Twitter photo shows him relaxing with seven yellow jerseys,2012-11-12 00:00:00
0,"Hurricane Irma: If There Was Such A Thing As A Category 6 Hurricane, This Would Be It",2025-02-18 14:07:05+00:00
0,BREAKING: PUTIN INTERFERENCE COULD GIVE COURTS LEGAL RIGHT TO MAKE HILLARY PRESIDENT,2016-12-11 14:03:24-05:00
0,Kim Jong Un Dead: North Koreans Calling Trump An Assassin,2017-07-06 16:08:01
0,Donald Trump signs a visa-free travel policy for Ghana,2017-01-30 00:00:00
0,BREAKING: Hillary Clinton Killed In Monster Truck Mishap,2018-05-01 00:00:00
0,"300,000 Pounds of Counterfeit Rat Meat Has Been Sold as Chicken Wings in The U.S.",2017-08-08 00:00:00
0,U.N. Official 'Accidentally' Crushes Own Throat Right Before Testifying Against Hillary Clinton,2016-07-02 00:00:00
0,New Law Makes it Illegal to Shower and Do Laundry on Same Day,2018-06-05 06:26:21-07:00
0,JUST IN TODAY: Trey Gowdy Is The NEW DIRECTOR Of The FBI!,2017-06-23 00:00:00
0,BREAKING: Hilary Clinton Filed For Divorce In New York Courts!,2017-02-08 00:00:00
0,Frequently Asked Questions,2016-08-15 17:35:17-04:00
0,Secret Service Agent Says Obama Is Muslim & Gay In New Tell-All Book,2015-02-12 12:30:05+00:00
0,'The Daily Show's' Michelle Wolf Lands Her Own Netflix Late-Night Show (Exclusive),2018-02-12 09:00:00+00:00
0,USDA approves slaughterhouses producing horse meat for human consumption,2016-02-23 00:00:00
0,"BREAKING: Barron Trump Rushed To The Hospital, Hospital Releases Statement On His Condition",2017-08-06 00:00:00
0,International Arrest Warrant Issued for George Soros,2016-11-22 19:46:39+00:00
0,Florida passes bill legalizing recreational use of marijuana,2018-04-11 00:00:00
0,Senate Report Admits Clinton ‘Gifted’ Children To Human Traffickers,2022-09-01 10:10:26+00:00
0,Rubio: “Rape Victims Should Be In Custody If There Is Suspicion That They’re Planning Abortion”,2017-05-23 00:00:00
0,WORSE THAN HITLER! Trey Gowdy’s Son Found In A Dumpster In DC! Murders Are Being Questioned!,2017-05-20 13:17:59+00:00
0,ELECTORAL COLLEGE ELECTOR COMMITS SUICIDE TO AVOID VOTING FOR DONALD TRUMP,2017-01-27 18:03:39+00:00
